1230,SC324,SSCS Birmingham,Chatham Magistrates Court,Rope Walk,,Chatham,Kent,ME4 4JZ,,201,"https://www.google.com/maps/place/Medway+Magistrates+Court/@51.3843827,0.5249452,16.62z/data=!4m5!3m4!1s0x47d8cd0638c628ab:0x41859845b56ae39a!8m2!3d51.3841504!4d0.5273082"
1231,SC325,SSCS Birmingham,The Law Courts,Old Orchard Road,,Eastbourne,East Sussex,BN21 4UN,,201,"https://www.google.com/maps/place/Eastbourne+County+Court/@50.7675182,0.2755401,17z/data=!3m1!4b1!4m5!3m4!1s0x47df73fc2b34bbbd:0xbb7d285b7a53555b!8m2!3d50.7675182!4d0.2777341"
1232,SC326,SSCS Birmingham,Gravesend Civic Centre,Windmill Street,,Gravesend,,DA12 1AU,,201,"https://www.google.com/maps/place/civic+centre,+Gravesend+DA12,+UK/@51.4399209,0.3662659,17z/data=!3m1!4b1!4m5!3m4!1s0x47d8b604b8ab1f0f:0x910169ea9c45b125!8m2!3d51.4398889!4d0.368447"
1233,SC327,SSCS Birmingham,Margate Magistrates Court,Cecil Square,,Margate,Kent,CT9 1RL,,201,"https://www.google.com/maps/place/Margate+Magistrates'+Court/@51.3876292,1.3812393,19.04z/data=!4m13!1m7!3m6!1s0x47d953aeeffddfb9:0xd08cfe5ec611051!2sCecil+Square,+Margate+CT9+1BD,+UK!3b1!8m2!3d51.3879959!4d1.3819626!3m4!1s0x0:0xae0d090ce0ceb9d6!8m2!3d51.3875309!4d1.3817393"
1234,SC285,SSCS Birmingham,Birmingham Civil Justice Centre,33 Bull Street,,Birmingham,,B4 6DS,,401,"https://www.google.com/maps/place/33+Bull+Street+Birmingham+B4+6DS/@52.481691,-1.895707"
1235,SC286,SSCS Cardiff,Gloucester County & Family Court,Kimbrose Way,,Gloucester,Gloucestershire,GL1 2DE,,4503,"https://www.google.com/maps/place/Kimbrose+Way+Gloucester+Gloucestershire+GL1+2DE/@51.863393,-2.249324"
1236,SC287,SSCS Leeds,Doncaster Crown court,College Road,,Doncaster,South Yorkshire,DN1 3HS,,101,"https://www.google.com/maps/place/Magistrates+Court/@53.5186596,-1.1337821,16.99z/data=!4m8!1m2!2m1!1sdoncaster+crown+court!3m4!1s0x48790c2b0fc57203:0x55097fbc1514bfd0!8m2!3d53.5196482!4d-1.1302593"
1237,SC288,SSCS Leeds,Barnsley Law Courts,Westgate,,Barnsley,South Yorkshire,S70 2HW,,101,"https://www.google.com/maps/place/Barnsley+Law+Courts/@53.5539512,-1.4867073,17z/data=!3m1!4b1!4m5!3m4!1s0x4879652ab5289693:0x2cf5bf76e4e105ca!8m2!3d53.553948!4d-1.4845186"
1238,SC290,SSCS Birmingham,Wellingborough Magistrates Court,Midland Road,,Wellingborough,,NN8 1HF,,401,"https://www.google.com/maps/place/Wellingborough+Magistrates'+Court/@52.3012669,-0.6863497,17z/data=!4m13!1m7!3m6!1s0x4877a163b9bf7749:0xad374f3a4f477ab9!2sMidland+Rd,+Wellingborough+NN8,+UK!3b1!8m2!3d52.3012669!4d-0.684161!3m4!1s0x4877a1642e8468e3:0x72d64a9f9ad88d44!8m2!3d52.301282!4d-0.6891131"
1239,SC291,SSCS Leeds,Sheffield Crown Court,48 West Bar,,Sheffield,South Yorkshire,S3 8PH,,101,"https://www.google.com/maps/place/Sheffield+Crown+Court/@53.3856849,-1.4709379,17z/data=!4m13!1m7!3m6!1s0x487978793f0a6ce9:0x41a2b7ec071e5aed!2sW+Bar,+Sheffield+S3+8PH,+UK!3b1!8m2!3d53.3855558!4d-1.468739!3m4!1s0x487978793c281903:0xd3d49f8212fb3b32!8m2!3d53.3855477!4d-1.4686268"
1240,SC292,SSCS Newcastle,Durham Justice Centre,Green Lane,,Old Elvet,Co. Durham,DH1 3RG,,4401,"https://www.google.com/maps/place/Green+Lane+Old+Elvet+Co.+Durham+DH1+3RG/@54.773974,-1.566186"
1241,SC293,SSCS Cardiff,Swansea Civil Justice Centre,Caravella House,Quay Parade,Swansea,,SA1 1SP,,301,"https://www.google.com/maps/place/Swansea+Civil+Justice+Centre/@51.6202649,-3.940207,17z/data=!3m1!4b1!4m5!3m4!1s0x486ef54b9d3ec327:0x62e71b5abb876c76!8m2!3d51.6202616!4d-3.9380183"
1248,SC295,SSCS Newcastle,Gateshead Law Courts,318 High St,,,Gateshead,NE8 1EN,,4401,"https://www.google.co.uk/maps/place/Gateshead+Law+Courts/@54.9591357,-1.6003092,15z/data=!4m5!3m4!1s0x0:0x8b7392beb23863a0!8m2!3d54.9591357!4d-1.6003092"
1253,SC2654,SSCS Cardiff,Worle Queensway,Queensway House,The Hedges,St Georges,,BS22 7BB,,,"https://www.google.co.uk/maps/place/Queensway+House,+The+Hedges,+St+Georges,+Weston-super-Mare+BS22+7BB/@51.3608462,-2.9079592,17z/data=!3m1!4b1!4m5!3m4!1s0x4871f9c9b4a6f089:0x8e26bdd0ff4c6e54!8m2!3d51.3608429!4d-2.9057705"
1254,SC2656,SSCS Birmingham,The Law Courts,Easton Street,High Wycombe,Buckinghamshire,,HP11 1LR,,,"https://www.google.co.uk/maps/place/The+Law+Courts/@51.6276531,-0.7483165,17z/data=!3m1!4b1!4m5!3m4!1s0x487661c568156a73:0x24a76a50cf49f035!8m2!3d51.6276498!4d-0.7461278"
236,SC2652,SSCS Newcastle,Sunderland Courts & Tribunals,Civil and Tribunal Entrance,Gillbridge Avenue,Sunderland,,SR1 3AP,,,"https://www.google.co.uk/maps/place/Sunderland+Magistrates'+Court/@54.9072103,-1.3900305,17z/data=!3m1!4b1!4m5!3m4!1s0x487e6687080590e7:0x7cedd5b12035750b!8m2!3d54.9072072!4d-1.3878418"
