194,SC194,SSCS Cardiff,Keble House,2nd Floor,Keble House,Southernhay Gardens,Exeter,EX1 1NT,,4503,"https://www.google.com/maps/place/Tribunals+Service/@50.7218954,-3.526045,18.56z/data=!4m13!1m7!3m6!1s0x486da43d0daccb85:0x2d6425dd87fae438!2sExeter+EX1+1NT,+UK!3b1!8m2!3d50.7218369!4d-3.5254319!3m4!1s0x486da43d0cf7aa57:0x6535ac7ec2f0bd82!8m2!3d50.721826!4d-3.5254466"
195,SC195,SSCS Cardiff,Pembrokeshire Law Courts,Penffynnon,Hawthorn Rise,,"Haverfordwest, Pembs.",SA61 2AX,01437 768941,301,"https://www.google.com/maps/place/Pembrokeshire+Law+Courts/@51.8010013,-4.9815254,18.69z/data=!4m13!1m7!3m6!1s0x4869258867d4ec8d:0xc9e44998681e6f94!2sHaverfordwest+SA61+2AX,+UK!3b1!8m2!3d51.8009996!4d-4.9805938!3m4!1s0x486925886790e6ff:0x3b8cf6e28277dc79!8m2!3d51.8011016!4d-4.9809507"
198,SC198,SSCS Cardiff,The Law Courts,1 Quay Street,,Newport,Isle of Wight,PO30 5YT,,4503,"https://www.google.com/maps/place/Courts/@50.701205,-1.2937947,17z/data=!3m1!4b1!4m5!3m4!1s0x487462cd19620477:0x6ffe3fafba7ae7c0!8m2!3d50.7012016!4d-1.291606"
199,SC199,SSCS Cardiff,Plas Dolerw,Milford Road,,Newtown,Powys,SY16 2EH,,301,"https://www.google.com/maps/place/Newtown+SY16+2EH,+UK/@52.5154719,-3.3240503,18.59z/data=!4m5!3m4!1s0x486ffb6490d5c873:0x250622992707e85d!8m2!3d52.5156711!4d-3.323016"
200,SC200,SSCS Cardiff,Devon & Cornwall Probation Area,St Catherine's House,5 Notte Street,Plymouth,Devon,PL1 2TS,01752 268361,4503,"https://www.google.com/maps/place/Devon+%26+Cornwall+Probation+Area/@50.3683877,-4.1444777,19.9z/data=!4m13!1m7!3m6!1s0x486c934e0e649539:0x5c5c14a015c134f8!2sNotte+St,+Plymouth+PL1+2TS,+UK!3b1!8m2!3d50.3684757!4d-4.1440661!3m4!1s0x486c934e0eddf545:0xe13156092c94bcb9!8m2!3d50.3684152!4d-4.1440538"
201,SC201,SSCS Cardiff,Havant Magistrates Court Building,The Courthouse,Elmleigh Road,,Havant,PO9 2AL,02 392 839 238,4503,"https://www.google.com/maps/place/Magistrates+Court/@50.8565386,-0.9854132,17z/data=!3m1!4b1!4m5!3m4!1s0x487444db5abdb8a9:0xd441b0067d2e7b28!8m2!3d50.8565352!4d-0.9832245"
205,SC205,SSCS Cardiff,Magistrates Court,Princess Street,,Swindon,Wiltshire,SN1 2JB,,4503,"https://www.google.com/maps/place/Swindon+Magistrates+Court/@51.5608037,-1.7831842,17z/data=!3m1!4b1!4m5!3m4!1s0x48714448ea55e1f1:0x649f5b2cc5505d48!8m2!3d51.5608004!4d-1.7809955"
206,SC206,SSCS Cardiff,Taunton Magistrates Court,St John’s Road,,Taunton,,TA1 4AX,,4503,"https://www.google.com/maps/place/Taunton+Magistrates'+Court/@51.0133679,-3.1109224,17z/data=!4m8!1m2!2m1!1sTaunton+Magistrates+Court!3m4!1s0x486df458c6fabc4b:0xb90d69a0d1978518!8m2!3d51.0140544!4d-3.1096639"
209,SC209,SSCS Cardiff,Wrexham County Court,Bodhyfryd,,Wrexham,,LL12 7BP,,301,"https://www.google.com/maps/place/Wrexham+County+Court/@53.0481086,-2.9911406,17z/data=!4m13!1m7!3m6!1s0x487ac71e8b4fbe03:0x1c9d1c68780b51d6!2sBodhyfryd,+Wrexham+LL12,+UK!3b1!8m2!3d53.0482505!4d-2.9885549!3m4!1s0x487ac71e81d806e3:0x232f77fc68732062!8m2!3d53.0483859!4d-2.9895815"
210,SC188,SSCS Cardiff,Eastgate House,City Road Entrance,Newport Road,Cardiff,,CF24 0AB,,301,"https://www.google.com/maps/place/Eastgate+House,+35-43+Newport+Rd,+Cardiff+CF24+0AB,+UK/@51.4850547,-3.1680269,17z/data=!3m1!4b1!4m5!3m4!1s0x486e1cc65a7b76a7:0x44ee35803c574bf7!8m2!3d51.4850514!4d-3.1658382"
221,SC221,SSCS Newcastle,The Voluntary Centre,5 Tweed Street,,Berwick upon Tweed,Northumberland,TD15 1NG,01289 330661,4401,"https://www.google.com/maps/place/5+Tweed+Street+Berwick+upon+Tweed+Northumberland+TD15+1NG/@55.771565,-2.008505"
224,SC224,SSCS Newcastle,Northgate House,Unit 3,St. Augustine Way,Darlington,County Durham,DL1 1XA,,4401,"https://www.google.com/maps/place/Northgate+House,+St+Augustines+Way,+Darlington+DL1+1XA,+UK/@54.5286078,-1.5556802,17z/data=!3m1!4b1!4m5!3m4!1s0x487e9bc6020fb7ff:0x79224c35936a23b9!8m2!3d54.5286047!4d-1.5534915"
225,SC225,SSCS Newcastle,Elvet House,Hallgarth Street,,Durham,Co Durham,DH1 3BP,0191 3877156,4401,"https://www.google.com/maps/place/Hallgarth+Street+Durham+Co+Durham+DH1+3BP/@54.771135,-1.569411"
226,SC226,SSCS Newcastle,Hartlepool County and Magistrates Court,Hartlepool County and Mags Court,Victoria Road,Hartlepool,Cleveland,TS24 8AG,01429 266345,4401,"https://www.google.com/maps/place/Hartlepool+Magistrates/@54.6857569,-1.2166649,17z/data=!4m8!1m2!2m1!1sHartlepool+County+and+Magistrates+court!3m4!1s0x487ef3867865c5c9:0x36ade5e7a25231f0!8m2!3d54.6857924!4d-1.2140195"
227,SC227,SSCS Newcastle,"HM Courts & Tribunals Service, Centre North East",HM Courts & Tribunals Service,"3rd Floor,  Centre North East   ",73 – 75 Albert Road,Middlesbrough,TS1 2RU,01642 232574,4401,"https://www.google.com/maps/place/Centre+North+East,+Middlesbrough,+UK/@54.5752625,-1.2386251,17z/data=!3m1!4b1!4m5!3m4!1s0x487eed1221b32529:0x4acf09c8e0bcbe64!8m2!3d54.5752594!4d-1.2364364"
228,SC228,SSCS Newcastle,Manorview House,Kings Manor,,Newcastle,Tyne and Wear,NE1 6PA,0191 2012300,4401,"https://www.google.com/maps/place/Manorview+House,+HMCTS+Tribunal+Centre/@54.9734558,-1.6082254,17z/data=!3m1!4b1!4m5!3m4!1s0x487e70c7e485365f:0x1cc41e14d5597a9f!8m2!3d54.9734527!4d-1.6060367"
232,SC232,SSCS Newcastle,Kings Court,Royal Quays,Earl Grey Way,,North Shields,NE29 6AR,0191 2960249,4401,"https://www.google.com/maps/place/Kings+Court,+Earl+Grey+Way,+North+Shields+NE29+6AR,+UK/@54.9984312,-1.4625101,17z/data=!3m1!4b1!4m5!3m4!1s0x487e6e551931a0f1:0x7e97a5ac38f9cacb!8m2!3d54.9984003!4d-1.4601734"
233,SC233,SSCS Newcastle,South Tyneside Magistrates Court,Millbank/Secretan Way,,South Shields,Tyne & Wear,NE33 1RG,,4401,"https://www.google.co.uk/maps/place/South+Tyneside+Magistrates+Court/@54.9927658,-1.441352,17z/data=!4m13!1m7!3m6!1s0x487e6f1c44bfadef:0x8944659d4eb2dcb5!2sSouth+Shields+NE33+1RG!3b1!8m2!3d54.9930239!4d-1.439086!3m4!1s0x487e6f1c44bbd355:0x363f29882357e1db!8m2!3d54.9932477!4d-1.4390514"
234,SC234,SSCS Newcastle,Bayheath House,Prince Regent Street,,Stockton,Cleveland,TS18 1EE,01642 634406,4401,"https://www.google.com/maps/place/Bay+Heath+House/@54.5627329,-1.3172011,17z/data=!3m1!4b1!4m5!3m4!1s0x487e92fc94e3dc4f:0xc6cab4877a8432e8!8m2!3d54.5627298!4d-1.3150124"
236,SC236,SSCS Newcastle,Hylton Park,"Unit 2c, Hylton Park",Wessington Way,Sunderland,Tyne and Wear,SR5 3HD,0191 5102729,4401,"https://www.google.com/maps/place/Sunderland+SR5+3HD,+UK/@54.9185944,-1.4243795,18.5z/data=!4m5!3m4!1s0x487e65c86b19d583:0xf728568b327626b1!8m2!3d54.9186452!4d-1.4240203"
240,SC240,SSCS Leeds,Phoenix House,Rushton Avenue,,Oldham,Bradford,BD3 7BH,,101,"https://www.google.com/maps/place/Bradford+BD3+7BH,+UK/@53.8013423,-1.7137514,17z/data=!3m1!4b1!4m5!3m4!1s0x487be178215a04a1:0xf425c0546e7891dc!8m2!3d53.8010184!4d-1.7113211"
241,SC160,SSCS Birmingham,Fox Court,4th Floor,14 Gray's Inn Road,London,,WC1X 8HN,,201,"https://www.google.com/maps/place/4th+Floor+14+Gray%27s+Inn+Road+London+WC1X+8HN/@51.522811,-0.114454"
260,SC904,SSCS Cardiff,Chippenham Magistrates Court,Chippenham Magistrates Ct,"The Courthouse, Pewsham Way     ",Chippenham,Wiltshire,SN15 3BF,,4503,"https://www.google.com/maps/place/Chippenham+Law+Courts/@51.4526591,-2.1133291,17z/data=!4m8!1m2!2m1!1sChippenham+Magistrates+Court+SN15+3BF!3m4!1s0x0:0x6d00d2cd45d19160!8m2!3d51.4527249!4d-2.1111761"
261,SC917,SSCS Glasgow,The Tontine Hotel,6 Ardgowan Square,,Greenock,,PA16 8NG,,501,"https://www.google.com/maps/place/The+Tontine+Hotel/@55.9523194,-4.7696443,17z/data=!4m15!1m9!2m8!1sHotels!3m6!1sHotels!2s55.9523194,+-4.7674556!3s0x4889ae3435610449:0x75ee1e39c16b0ac9!4m2!1d-4.7674556!2d55.9523194!3m4!1s0x4889ae3435610477:0x14d00326117521f!8m2!3d55.9526291!4d-4.7679015"
262,SC920,SSCS Birmingham,Bayley House,Sish Lane,,Stevenage,Hertfordshire,SG1 3SS,,201,"https://www.google.com/maps/place/North+%26+East+Hertfordshire+Magistrates+Court/@51.9076735,-0.2060617,20.19z/data=!4m13!1m7!3m6!1s0x487631c45327ed3f:0xa3b873d3d02cbb36!2sBayley+House,+135+High+St,+Stevenage+SG1+3HT,+UK!3b1!8m2!3d51.9076703!4d-0.2061141!3m4!1s0x487631c45324319b:0x65a4c8b178aa7959!8m2!3d51.9076406!4d-0.2061801"
265,SC914,SSCS Birmingham,Luton Magistrates’ Court,Stuart Street,,Luton,Bedfordshire,LU1 5BL,01582 470900,201,"https://www.google.com/maps/place/51%C2%B052'41.6%22N+0%C2%B025'13.0%22W/@51.878233,-0.4224739,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d51.878233!4d-0.4202852"
266,SC915,SSCS Cardiff,Llangefni County Court,Glanhwfa Road,Llangefni,Anglesey,,LL77 7EN,,301,"https://www.google.com/maps/place/Llangefni+County+Court/@53.2549642,-4.3135871,17z/data=!4m13!1m7!3m6!1s0x4865ac4e98ef4a7d:0xbbcc5db9fde0d93f!2sGlanhwfa+Rd,+Llangefni+LL77+7EN,+UK!3b1!8m2!3d53.2549899!4d-4.3116573!3m4!1s0x4865ac4bb7820a15:0xb9b55e2b6fa5a6aa!8m2!3d53.2542897!4d-4.3118086"
267,SC924,SSCS Liverpool,Carlisle Magistrates Court,Rickergate,,Carlisle,Cumbria,CA3 8QH,01228 515418,601,"https://www.google.com/maps/place/Rickergate+Carlisle+Cumbria+CA3+8QH/@54.897092,-2.935262"
268,SC925,SSCS Liverpool,Whitehaven County Court,SSCS Tribunal,Whitehaven County Court,"Old Town Hall, Duke Street",Whitehaven,CA28 7NU,,601,"https://www.google.com/maps/place/Old+Town+Hall+Duke+Street+Whitehaven+CA28+7NU/@54.548190,-3.584139"
991,SC950,SSCS Leeds,Wilberforce Court,Wilberforce Court,Alfred Gelder Street,Hull,,HU1 1YR,,101,"https://www.google.com/maps/place/Wilberforce+Court,+High+St,+Hull+HU1+1NE,+UK/@53.743983,-0.3328633,17z/data=!3m1!4b1!4m5!3m4!1s0x4878be188efa0701:0x6c11274d9379d043!8m2!3d53.7439798!4d-0.3306746"
992,SC992,SSCS Cardiff,Columbus House,Langstone Business Park,,Chepstow Road,Newport,NP18 2LX,,301,"https://www.google.com/maps/place/Langstone+Business+Park+Chepstow+Road+Newport+NP18+2LX/@51.604911,-2.920426"
993,SC993,SSCS Leeds,Grimsby Magistrates Court,Victoria Street,,,Grimsby,DN31 1PD,,101,"https://www.google.com/maps/place/Grimsby+Magistrates'+Court/@53.5686709,-0.0823381,17z/data=!3m1!4b1!4m5!3m4!1s0x48789cb426ba4ac7:0xf63e59280ba4d30b!8m2!3d53.5686677!4d-0.0801494"
996,SC309,SSCS Birmingham,Derwent Court,Macklin Street,,Derby,,DE1 1SG,01332 369716,4201,"https://www.google.com/maps/place/90+Macklin+St,+Derby+DE1+1JX,+UK/@52.9211605,-1.4821964,19.82z/data=!4m5!3m4!1s0x4879f13cf5a13123:0xdfa8b8d73a25aab2!8m2!3d52.9211477!4d-1.4817997"
998,SC314,SSCS Birmingham,Kings Court,3rd Floor,5A New Walk,,Leicester,LE1 6TE,01162-531730,4201,"https://www.google.com/maps/place/52%C2%B037'48.5%22N+1%C2%B007'50.0%22W/@52.6301497,-1.1327347,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d52.6301497!4d-1.130546"
1000,SC316,SSCS Birmingham,St. Katherines House,St. Katherines Street,,Northampton,,NN1 2LX,01604-24152,4201,"https://www.google.com/maps/place/Independent+Tribunal+Service/@52.2374067,-0.90036,20.09z/data=!4m13!1m7!3m6!1s0x48770ee76512d181:0xb3e4c576f7145a31!2sSt+Katherines+St,+Northampton+NN1,+UK!3b1!8m2!3d52.2374617!4d-0.8995206!3m4!1s0x48770ee76ec8d6a7:0x6941ec99bc37726c!8m2!3d52.2373639!4d-0.8999683"
1001,SC317,SSCS Birmingham,Byron House,4th Floor,2a Maid Marian Way,Nottingham,,NG1 6HS,01159-241774,4201,"https://www.google.com/maps/place/Byron+House,+4+Maid+Marian+Way,+NG1+6HS,+UK/@52.9529668,-1.155384,19z/data=!3m1!4b1!4m5!3m4!1s0x4879c22a1653fc7f:0xf87eac605b23f187!8m2!3d52.952988!4d-1.1546132"
1002,SC002,SSCS Birmingham,Shrewsbury Tribunal Service,Magistrates Court House,Preston Street,,Shrewsbury,SY2 5NX,,401,"https://www.google.com/maps/place/52%C2%B042'18.1%22N+2%C2%B043'47.5%22W/@52.705016,-2.7311947,17z/data=!3m1!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d52.7050157!4d-2.7298693"
1003,SC005,SSCS Liverpool,Manchester Medical Appeal Tribunal,"1st Floor, Piccadilly Exchange",2 Piccadilly Plaza,Mosley Street,Manchester,M1 4AH,,601,"https://www.google.com/maps/place/2+Piccadilly%2C+Manchester+M1+4AH/@53.480472,-2.239094"
1004,SC242,SSCS Birmingham,Fox Court,14 Gray's Inn Road,,London,,WC1X 8HN,,4201,"https://www.google.com/maps/place/14+Gray%27s+Inn+Road+London+WC1X+8HN/@51.518938,-0.110982"
1005,SC102,SSCS Sutton,Anchorage House,2nd Floor (Reception Area B),Anchorage House,2 Clove Crescent,London,E14 2BE,,201,"https://www.google.com/maps/place/East+London+Employment+Tribunals+Service/@51.5102981,-0.0070105,17z/data=!4m8!1m2!2m1!1sAnchorage+House+++++++++++++++++%092nd+Floor+(Reception+Area+B)%09Anchorage+House+++++++++++++++++%092+Clove+Crescent%09London%09E14+2BE!3m4!1s0x0:0x3ca2d9057f8b0c3b!8m2!3d51.510017!4d-0.004773"
1008,SC919,SSCS Birmingham,Acorn House,Great Oaks,,Basildon,,SS14 1AH,,4201,"https://www.google.com/maps/place/Great+Oaks+Basildon+SS14+1AH/@51.571550,0.458347"
1009,SC022,SSCS Birmingham,Bedford Hearing Centre,8-10 Howard Street,,BEDFORD,,MK40 3HS,,4201,"https://www.google.com/maps/place/Employment+Tribunals+Service/@52.1378448,-0.4657639,19.71z/data=!4m13!1m7!3m6!1s0x4877b6db3803501d:0x2be349b6c14f5d2d!2s8+Howard+St,+Bedford+MK40,+UK!3b1!8m2!3d52.1378727!4d-0.4655385!3m4!1s0x4877b6db4b0ed441:0xdbc7d4d151d45c47!8m2!3d52.1378623!4d-0.4657508"
1012,SC114,SSCS Birmingham,East Ham Town Hall,High Street,East Ham,London,,E6,,4201,"https://www.google.com/maps/place/East+Ham+Town+Hall/@51.5328081,0.0553998,18.54z/data=!4m8!1m2!2m1!1seast+ham+town+hall!3m4!1s0x0:0x650db2fb7a9ca90e!8m2!3d51.5328609!4d0.0553732"
1013,SC124,SSCS Sutton,Anchorage House,2nd Floor (Reception Area B),Anchorage House,2 Clove Crescent,London,E14 2BE,,4201,"https://www.google.com/maps/place/East+London+Employment+Tribunals+Service/@51.5102981,-0.0070105,17z/data=!4m8!1m2!2m1!1sAnchorage+House+++++++++++++++++%092nd+Floor+(Reception+Area+B)%09Anchorage+House+++++++++++++++++%092+Clove+Crescent%09London%09E14+2BE!3m4!1s0x0:0x3ca2d9057f8b0c3b!8m2!3d51.510017!4d-0.004773"
1014,SC312,SSCS Birmingham,Enfield Tribunal Centre,288 Southbury Road,,Enfield,Middlesex,EN1 1TR,,4201,"https://www.google.com/maps/place/Enfield+Tribunals+Service/@51.6494727,-0.0593956,17z/data=!4m8!1m2!2m1!1s288+Southbury+Road+Enfield+Middlesex+EN1+1TR!3m4!1s0x0:0x5f703fe0df49f569!8m2!3d51.6494532!4d-0.0571458"
1015,SC160,SSCS Birmingham,Fox Court,14 Gray's Inn Road,,London,,WC1X 8HN,,4201,"https://www.google.com/maps/place/14+Gray%27s+Inn+Road+London+WC1X+8HN/@51.518938,-0.110982"
1016,SC133,SSCS Birmingham,The Latton Bush Centre,Southern Way,,Harlow,Essex,CM18 7BL,,4201,"https://www.google.com/maps/place/The+Latton+Bush+Centre/@51.7543625,0.1057996,17z/data=!4m13!1m7!3m6!1s0x47d8994e51741e8b:0xf1048e7d42021963!2sSouthern+Way,+Harlow,+UK!3b1!8m2!3d51.7543625!4d0.1079883!3m4!1s0x47d8994592d0375b:0xbbbdaea2b0de2998!8m2!3d51.7535195!4d0.1073849"
1020,SC043,SSCS Birmingham,The Church of Christ,The Cornerstone,300 Saxon Gate West,Central Milton Keynes,,MK9 2ES,,4201,"https://www.google.com/maps/place/The+Cornerstone+300+Saxon+Gate+West+Central+Milton+Keynes+MK9+2ES/@52.041140,-0.761126"
1021,SC142,SSCS Birmingham,The Old Bakery,115 Queens Road,,Norwich,Norfolk,NR1 3PL,01603 610978,4201,"https://www.google.com/maps/place/115+Queens+Road+Norwich+Norfolk+NR1+3PL/@52.622188,1.295125"
1025,SC014,SSCS Birmingham,Kidderminster Magistrates Court,Comberton Place,,Kidderminster,Worcestershire,DY10 1QQ,,401,"https://www.google.com/maps/place/Kidderminster+Magistrates+Courts/@52.3845489,-2.2431044,17z/data=!4m13!1m7!3m6!1s0x48708c583f2945f9:0xa8e4b290c8732f5c!2sComberton+Pl,+Kidderminster+DY10,+UK!3b1!8m2!3d52.3845489!4d-2.2409157!3m4!1s0x48708c583e4c947f:0x63eb6a7a8b853dab!8m2!3d52.3841945!4d-2.2409514"
1027,SC117,SSCS Birmingham,Staines Magistrates Court Building,The Law Courts,Knowle Green,Staines,Middlesex,TW18 1XH,,4501,"https://www.google.com/maps/place/Staines+Magistrates'+Court/@51.4291084,-0.5010462,17z/data=!3m1!4b1!4m5!3m4!1s0x487676ccb131280d:0x60b9fd347562873f!8m2!3d51.4291084!4d-0.4988522"
1028,SC118,SSCS Birmingham,De Vere Holborn Bars,138-142 Holborn,,The City,London,EC1N 2NQ,,4501,"https://www.google.com/maps/place/De+Vere+Holborn+Bars/@51.51814,-0.1108429,19z/data=!4m13!1m7!3m6!1s0x48761b4c688302b1:0x72ea1894ba35d6a2!2s138+Holborn,+London+EC1N+2ST,+UK!3b1!8m2!3d51.5180899!4d-0.1101066!3m4!1s0x0:0x904cbb5076e57785!8m2!3d51.518146!4d-0.109872"
1029,SC015,SSCS Birmingham,Magistrates Court Building,Little Park Street,,Coventry,West Midlands,CV1 2SQ,,401,"https://www.google.com/maps/place/Coventry+Magistrates'+Court/@52.4058314,-1.5098162,17z/data=!3m1!4b1!4m5!3m4!1s0x48774bba132ac113:0x952408d6eed5ae52!8m2!3d52.4058314!4d-1.5076275"
1030,SC016,SSCS Birmingham,The Executive Centre Brighton,"4th Floor, Tower Point 44",North Road,Brighton,,BN1 1YR,,4501,"https://www.google.com/maps/place/4th+Floor%2C+Tower+Point+44+North+Road+Brighton+BN1+1YR/@50.825635,-0.141572"
1033,SC026,SSCS Leeds,The St James' Centre,St James' Square,,Grimsby,,DN31 1EP,,101,"https://www.google.com/maps/place/Grimsby+DN31+1EP,+UK/@53.5644914,-0.0927049,17z/data=!3m1!4b1!4m5!3m4!1s0x48789cad47f03a45:0x64e7b8b1890a5a57!8m2!3d53.5642673!4d-0.0900718"
1035,SC025,SSCS Cardiff,Cardiff Civil Justice Centre,,2 Park Street,Cardiff,South Wales,CF10 1ET,,301,"https://www.google.com/maps/place/2+Park+Street+Cardiff+South+Wales+CF10+1ET/@51.478241,-3.179690"
1037,SC021,SSCS Cardiff,Cardiff Court Building,The Courthouse,Fitzalan Place,Cardiff,South Wales,CF24 0RZ,,301,"https://www.google.com/maps/place/Cardiff+CF24+0RZ,+UK/@51.4820599,-3.1685148,17z/data=!3m1!4b1!4m5!3m4!1s0x486e1cc863019f41:0xa1938cc5af181408!8m2!3d51.4821136!4d-3.1664833"
1038,SC023,SSCS Cardiff,Cardiff Caradog House,1-6 St Andrews Place,,Cardiff,,CF10 3BE,,301,"https://www.google.com/maps/place/Caradog+House,+St+Andrew's+Pl,+Cardiff+CF10+3SE,+UK/@51.4855282,-3.1753035,18.94z/data=!4m5!3m4!1s0x486e1cb97396a6b1:0xb89324da44da9fa7!8m2!3d51.4858021!4d-3.1751798"
1043,SC124,SSCS Sutton,Anchorage House,2nd Floor (Reception Area B),Anchorage House,2 Clove Crescent,London,E14 2BE,,4501,"https://www.google.com/maps/place/East+London+Employment+Tribunals+Service/@51.5100168,-0.0069672,17z/data=!3m1!4b1!4m5!3m4!1s0x487602abe27c150d:0x3ca2d9057f8b0c3b!8m2!3d51.5100168!4d-0.0047732"
1044,SC126,SSCS Cardiff,Barnstaple Civic Centre,N Walk,,Barnstaple,Devon,EX31 1DX,,4503,"https://www.google.com/maps/place/Civic+Centre+BARNSTAPLE+Devon+EX31+1DX/@51.081349,-4.065329"
1045,SC125,SSCS Cardiff,Bodmin County Court,Launceston Road,,BODMIN,Cornwall,PL31 2AL,,4503,"https://www.google.com/maps/place/Bodmin+County+Court/@50.4689429,-4.7105062,17z/data=!3m1!4b1!4m5!3m4!1s0x486b7a42d246defb:0x5a423abc191c1670!8m2!3d50.4689395!4d-4.7083175"
1046,SC127,SSCS Liverpool,Chester & District Housing Trust,Centurion House,77 Northgate Street,,CHESTER,CH1 2HQ,,601,"https://www.google.com/maps/place/Centurion+House+77+Northgate+Street+CHESTER+CH1+2HQ/@53.193634,-2.893370"
1047,SC128,SSCS Leeds,Huddersfield Magistrates Court House,Civic Centre,,Huddersfield,West Yorkshire,HD1 2NH,,101,"https://www.google.com/maps/place/Civic+Centre+Huddersfield+West+Yorkshire+HD1+2NH/@53.644414,-1.784503"
1048,SC129,SSCS Cardiff,Torquay County Court Building,The Willows,Nicholson Road,Torquay,Devon,TQ2 7AZ,,4503,"https://www.google.com/maps/place/Torquay+%26+Newton+Abbot+County+Court/@50.4856801,-3.5542785,17.15z/data=!4m8!1m2!2m1!1stourquay+county+court+building!3m4!1s0x486d0f8e2d67c945:0xc54671e3bc0286d4!8m2!3d50.4867507!4d-3.5518166"
1049,SC130,SSCS Cardiff,Bath Law Courts Building,North Parade Road,,Bath,Somerset,BA1 5AF,,4503,"https://www.google.com/maps/place/Bath+County+Court/@51.3811197,-2.3544672,17z/data=!3m1!4b1!4m5!3m4!1s0x4871810e0b60e8e9:0x526c061d6ae31f2!8m2!3d51.3811197!4d-2.3522785"
1050,SC131,SSCS Birmingham,Chatham Magistrates Court,Rope Walk,,Chatham,Kent,ME4 4JZ,,4501,"https://www.google.com/maps/place/Medway+Magistrates+Court/@51.3843827,0.5249452,16.62z/data=!4m5!3m4!1s0x47d8cd0638c628ab:0x41859845b56ae39a!8m2!3d51.3841504!4d0.5273082"
1052,SC139,SSCS Cardiff,Merthyr Tydfil Court Building,The Law Courts,Glebeland Place,Wigan,,CF47 8BH,,301,"https://www.google.com/maps/place/Merthyr+Tydfil+Magistrates+Court/@51.7469579,-3.3816409,18.27z/data=!4m8!1m2!2m1!1sMerthyr+Tydfil+Court+Building!3m4!1s0x486e3ba7203d2153:0x2bafba4004759c0!8m2!3d51.7474094!4d-3.3805829"
1053,SC145,SSCS Cardiff,Salisbury Court Building,Wilton Road,,Salisbury,Wiltshire,SP2 7EP,,4503,"https://www.google.com/maps/place/Salisbury+Law+Courts/@51.0732226,-1.8124582,17z/data=!3m1!4b1!4m5!3m4!1s0x4873ebe66b1fb57f:0x22ed3d8c86687773!8m2!3d51.0732192!4d-1.8102695"
1104,SC147,SSCS Leeds,Sheffield Magistrates Court,Castle Street,,SHEFFIELD,South Yorkshire,S3 8LU,,101,"https://www.google.com/maps/place/Court+House,+Castle+St,+Sheffield+S3+8LU,+UK/@53.385187,-1.4663199,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x48797879c68a7bb3:0x2b75ae2e3598db05!2sSheffield+S3+8LU,+UK!3b1!8m2!3d53.3851974!4d-1.4649697!3m4!1s0x48797879c700efc3:0x80a1dbca2883b088!8m2!3d53.3850993!4d-1.4649754"
1106,SC149,SSCS Liverpool,Manchester Crown Court Building,Ground floor,"Crown Square, off Bridge Street",,Manchester,M3 3FL,,601,"https://www.google.com/maps/place/Manchester+Crown+Court+(Crown+Sq)/@53.4804006,-2.253112,18.14z/data=!4m13!1m7!3m6!1s0x487bb1dd2838e723:0x120e7b99feaf807e!2sManchester+M3+3FL,+UK!3b1!8m2!3d53.4801211!4d-2.252201!3m4!1s0x487bb1c2d580b7f7:0x26a5a8d38043d11b!8m2!3d53.4803511!4d-2.251872"
1107,SC157,SSCS Cardiff,Llandudno Court Building,Conwy Road,,Llandudno,Conwy,LL30 1GA,,301,"https://www.google.com/maps/place/Llandudno+Magistrates+Court/@53.3202731,-3.8247128,17z/data=!4m13!1m7!3m6!1s0x48651faef203db37:0x4f628f70fa37eed1!2sConway+Rd,+Llandudno+LL30+1GA,+UK!3b1!8m2!3d53.3202731!4d-3.8225241!3m4!1s0x48651e1a230681d9:0x16786292f8f8fe61!8m2!3d53.3202241!4d-3.8232811"
1111,SC155,SSCS Cardiff,Prestatyn Magistrates Court,Victoria Road,,Prestatyn,Wales,LL19 7TE,,301,"https://www.google.com/maps/place/Prestatyn+Magistrates+Court/@53.335871,-3.4210112,17z/data=!4m13!1m7!3m6!1s0x486529f8d48f2889:0x40b748203cc0283f!2sVictoria+Rd,+Prestatyn+LL19,+UK!3b1!8m2!3d53.335871!4d-3.4188225!3m4!1s0x48652a0220202cd3:0x6bf0fc39b71d5b67!8m2!3d53.3367336!4d-3.4168714"
1112,SC156,SSCS Cardiff,Port Talbot Justice Centre,Harbourside Road,,Port Talbot,,SA13 1SB,,301,"https://www.google.com/maps/place/Harbourside+Road+Port+Talbot+SA13+1SB/@51.591796,-3.785339"
1113,SC158,SSCS Cardiff,Portsmouth Combined Court Centre,Winston Churchill Avenue,,Portsmouth,Hampshire,PO1 2DQ,,4503,"https://www.google.com/maps/place/Portsmouth+Combined+Court+Centre/@50.7954518,-1.0936585,17z/data=!4m13!1m7!3m6!1s0x48745da1df4b6895:0x46210ff7bd68867e!2sWinston+Churchill+Ave,+Portsmouth,+UK!3b1!8m2!3d50.7954518!4d-1.0914698!3m4!1s0x48745da1e01b7857:0x7acf0d6b8cdb730f!8m2!3d50.7957682!4d-1.0913419"
